date,avg_price,active_addresses,google_trends,top100_coins_percent,avg_polarity
2018/2/25,9649.0,443104,67.231,18.877,0.113922984
2018/2/26,9939.0,517139,77.847,18.864,0.109479335
2018/2/27,10575.0,594737,77.847,18.891,0.09061131
2018/2/28,10607.0,680281,74.308,18.79,0.136560826
2018/3/1,10666.0,692152,67.231,18.703,0.092911411
2018/3/2,11002.0,595877,70.77,18.723,0.113156239
2018/3/3,11365.0,754220,63.693,18.718,0.104125588
2018/3/4,11271.0,651221,60.154,18.726,0.115427626
2018/3/5,11537.0,661842,67.231,18.68,0.11533627
2018/3/6,11051.0,706253,67.231,18.479,0.122592492
2018/3/7,10428.0,771278,77.847,18.479,0.042215895
2018/3/8,9724.0,762458,77.847,18.467,0.095118762
2018/3/9,8927.0,710720,81.385,18.409,0.109781642
2018/3/10,9252.0,636583,63.693,18.529,0.115532688
2018/3/11,9065.0,684854,56.616,18.551,0.081558724
2018/3/12,9457.0,737014,67.231,18.546,0.114977057
2018/3/13,9170.0,640393,63.693,18.551,0.116528317
2018/3/14,8789.0,467570,77.847,18.551,0.090840165
2018/3/15,8124.0,494451,84.924,18.527,0.118537666
2018/3/16,8327.0,489203,70.77,18.562,0.096322477
2018/3/17,8099.0,367021,63.693,18.563,0.075891131
2018/3/18,7696.0,438266,74.308,18.598,0.083099867
2018/3/19,8360.0,483206,74.308,18.627,0.07891207
2018/3/20,8641.0,453198,67.231,18.639,0.111514619
2018/3/21,9002.0,466555,67.231,18.659,0.070719543
2018/3/22,8809.0,472231,63.693,18.658,0.051879431
2018/3/23,8549.0,501861,56.616,18.706,0.08525077
2018/3/24,8881.0,410341,53.077,18.672,0.111453464
2018/3/25,8559.0,347133,49.539,18.821,0.132015226
2018/3/26,8236.0,474697,70.77,18.803,0.102012948
2018/3/27,7983.0,503427,63.693,18.865,0.088605076
2018/3/28,7940.0,452296,60.154,18.877,0.088253243
2018/3/29,7548.0,461083,70.77,18.888,0.069363905
2018/3/30,6908.0,479054,81.385,18.942,0.064501956
2018/3/31,7025.0,377428,60.154,18.926,0.082981686
2018/4/1,6826.0,358431,65.391,18.936,0.07356593
2018/4/2,7004.0,405224,69.923,19.003,0.061667146
2018/4/3,7345.0,491273,62.931,18.992,0.068441557
2018/4/4,7107.0,468256,61.162,18.97,0.073237839
2018/4/5,6780.0,449931,66.427,18.979,0.075959013
2018/4/6,6673.0,548967,66.082,18.898,0.073680804
2018/4/7,6916.0,404330,54.557,18.952,0.09519285
2018/4/8,7020.0,330211,49.637,18.975,0.107934872
2018/4/9,6918.0,439488,60.471,18.928,0.054358897
2018/4/10,6805.0,459720,56.284,18.926,0.078580483
2018/4/11,6912.0,448320,52.788,19.012,0.075249158
2018/4/12,7355.0,504382,65.349,19.04,0.066308242
2018/4/13,8008.0,530298,67.118,19.058,0.085376239
2018/4/14,8025.0,409997,49.637,19.064,0.104254801
2018/4/15,8241.0,462054,49.637,19.058,0.114127368
2018/4/16,8104.0,516625,53.479,18.978,0.092024444
2018/4/17,8075.0,516858,51.019,18.958,0.085590181
2018/4/18,8085.0,483004,52.442,18.93,0.096375254
2018/4/19,8242.0,512770,54.169,19.091,0.100836558
2018/4/20,8464.0,554891,54.169,19.022,0.100063472
2018/4/21,8820.0,509176,51.752,19.033,0.085008344
2018/4/22,8913.0,426135,49.292,19.027,0.067113125
2018/4/23,8925.0,541616,53.824,19.004,0.062524623
2018/4/24,9325.0,641229,64.312,19.139,0.068601076
